Points;Place;Candidate;Vote;Country;Name;Sex;Type
3;Second;Sarina Wiegman;Coach;Lebanon;Wael Gharzeddine;Women's;Coach
3;Second;Sarina Wiegman;Coach;Moldova;Eduard Blanuta;Women's;Coach
3;Second;Sarina Wiegman;Coach;Mongolia;Buman-Uchral Bold;Women's;Coach
3;Second;Sarina Wiegman;Coach;Nigeria;Randy Waldrum;Women's;Coach
3;Second;Sarina Wiegman;Coach;North Macedonia;Kiril Izov;Women's;Coach
3;Second;Sarina Wiegman;Coach;Pakistan;Daniel Limones GarcÃ­a;Women's;Coach
3;Second;Sarina Wiegman;Coach;Papua New Guinea;Frederica Siwin Sakette;Women's;Coach
3;Second;Sarina Wiegman;Coach;Paraguay;EpifanÃ­a BenÃ­tez RamÃ­rez;Women's;Coach
3;Second;Sarina Wiegman;Coach;Peru;Dorival Bueno Pacheco;Women's;Coach
3;Second;Sarina Wiegman;Coach;Portugal;Francisco Neto;Women's;Coach
3;Second;Sarina Wiegman;Coach;Romania;Mirel Albon;Women's;Coach
3;Second;Sarina Wiegman;Coach;Solomon Islands;Eddie Rukumana;Women's;Coach
3;Second;Sarina Wiegman;Coach;Tajikistan;Ildar Rakhmanov;Women's;Coach
3;Second;Sarina Wiegman;Media;Aruba;Andrew Vrolijk;Women's;Coach
3;Second;Sarina Wiegman;Media;Bahrain;Abdulla Ashoor;Women's;Coach
3;Second;Sarina Wiegman;Media;Belarus;Sergey Nikolaev;Women's;Coach
3;Second;Sarina Wiegman;Media;Belize;Ruben Morales Iglesias;Women's;Coach
3;Second;Sarina Wiegman;Media;Benin;Felix PÃ©pÃ©ripÃ© SohoundÃ©;Women's;Coach
3;Second;Sarina Wiegman;Media;Burundi;Liliane Nshimirimana;Women's;Coach
3;Second;Sarina Wiegman;Media;Canada;Neil Davidson;Women's;Coach
3;Second;Sarina Wiegman;Media;Congo;Paule Maureen Ngassaye Dimi;Women's;Coach
3;Second;Sarina Wiegman;Media;Congo DR;Charles Mbuya;Women's;Coach
3;Second;Sarina Wiegman;Media;Curaçao;Carl Ruiter;Women's;Coach
3;Second;Sarina Wiegman;Media;Czech Republic;Jan Palicka;Women's;Coach
3;Second;Sarina Wiegman;Media;Ethiopia;Yishak Belay Berehe;Women's;Coach
3;Second;Sarina Wiegman;Media;Georgia;Zurab Potskhveria;Women's;Coach
3;Second;Sarina Wiegman;Media;Germany;Gunnar Meggers;Women's;Coach
3;Second;Sarina Wiegman;Media;Grenada;Michael Bascombe;Women's;Coach
3;Second;Sarina Wiegman;Media;Guatemala;Byron Mendoza;Women's;Coach
3;Second;Sarina Wiegman;Media;Guinea;Alpha Mady TourÃ©;Women's;Coach
3;Second;Sarina Wiegman;Media;Iceland;Vidir Sigurdsson;Women's;Coach
3;Second;Sarina Wiegman;Media;India;Marcus Mergulhao;Women's;Coach
3;Second;Sarina Wiegman;Media;Kenya;Robin Toskin;Women's;Coach
3;Second;Sarina Wiegman;Media;Liberia;Naneka Hoffman;Women's;Coach
3;Second;Sarina Wiegman;Media;Mongolia;Enkhtuvshin Tserensodom;Women's;Coach
3;Second;Sarina Wiegman;Media;Morocco;Jalal Bouzrara;Women's;Coach
3;Second;Sarina Wiegman;Media;New Caledonia;Martin Charmasson;Women's;Coach
3;Second;Sarina Wiegman;Media;North Macedonia;Mijalche Durgutov;Women's;Coach
3;Second;Sarina Wiegman;Media;Oman;Ashok Purohit;Women's;Coach
3;Second;Sarina Wiegman;Media;Panama;David Samudio Garay;Women's;Coach
3;Second;Sarina Wiegman;Media;Peru;Juan Enrique Giles Torrejon;Women's;Coach
3;Second;Sarina Wiegman;Media;Qatar;Joanna Gasiorowska;Women's;Coach
3;Second;Sarina Wiegman;Media;Republic of Ireland;Mark Mccadden;Women's;Coach
3;Second;Sarina Wiegman;Media;Rwanda;Uwimana Clarisse;Women's;Coach
3;Second;Sarina Wiegman;Media;Seychelles;Jefferson Quilindo;Women's;Coach
3;Second;Sarina Wiegman;Media;Singapore;David Lee;Women's;Coach
3;Second;Sarina Wiegman;Media;Slovakia;LukÃ¡Å¡ Kendra;Women's;Coach
3;Second;Sarina Wiegman;Media;Slovenia;Marjetka Hocevar;Women's;Coach
3;Second;Sarina Wiegman;Media;Sweden;Lisa Edwinsson;Women's;Coach
3;Second;Sarina Wiegman;Media;Switzerland;Seraina Degen;Women's;Coach
3;Second;Sarina Wiegman;Media;Tahiti;Olivier Huc;Women's;Coach
3;Second;Sarina Wiegman;Media;Venezuela;Milena GimÃ³n;Women's;Coach
3;Second;Stephan Lerch;Captain;Antigua and Barbuda;Karen Warner;Women's;Coach
3;Second;Stephan Lerch;Captain;Belgium;Janice Cayman;Women's;Coach
3;Second;Stephan Lerch;Captain;Brazil;Marta Vieira Da Silva;Women's;Coach
3;Second;Stephan Lerch;Captain;Bulgaria;Evdokia Popadinova;Women's;Coach
3;Second;Stephan Lerch;Captain;Cambodia;Nimol Samrit;Women's;Coach
3;Second;Stephan Lerch;Captain;Comoros;Halifa Hassanati;Women's;Coach
3;Second;Stephan Lerch;Captain;Cyprus;Christiana Solomou;Women's;Coach
3;Second;Stephan Lerch;Captain;Denmark;Pernille Mosegaard Harder;Women's;Coach
3;Second;Stephan Lerch;Captain;England;Stephanie Houghton;Women's;Coach
3;Second;Stephan Lerch;Captain;Germany;Alexandra Popp;Women's;Coach
3;Second;Stephan Lerch;Captain;Guam;Anjelica Perez;Women's;Coach
3;Second;Stephan Lerch;Captain;Iceland;Sara BjÃ¶rk GunnarsdÃ³ttir;Women's;Coach
3;Second;Stephan Lerch;Captain;India;Ashalata Devi Loitongbam;Women's;Coach
3;Second;Stephan Lerch;Captain;Kyrgyz Republic;Baktygul Toktobolotova;Women's;Coach
3;Second;Stephan Lerch;Captain;Madagascar;Helisoa Haingo Ny Kanto Randrianarivelo;Women's;Coach
3;Second;Stephan Lerch;Captain;Mali;Fatoumata Doumbia;Women's;Coach
3;Second;Stephan Lerch;Captain;Myanmar;Khin Malar Tun;Women's;Coach
3;Second;Stephan Lerch;Captain;Namibia;Zenatha Coleman;Women's;Coach
3;Second;Stephan Lerch;Captain;Netherlands;Sari van Veenendaal;Women's;Coach
3;Second;Stephan Lerch;Captain;New Zealand;Ali Riley;Women's;Coach
3;Second;Stephan Lerch;Captain;Nigeria;Asisat Lamina Oshoala;Women's;Coach
3;Second;Stephan Lerch;Captain;Pakistan;Hajra Khan;Women's;Coach
3;Second;Stephan Lerch;Captain;Portugal;Claudia Neto;Women's;Coach
3;Second;Stephan Lerch;Captain;Republic of Ireland;Katie Mccabe;Women's;Coach
3;Second;Stephan Lerch;Captain;Scotland;Rachel Corsie;Women's;Coach
3;Second;Stephan Lerch;Captain;Senegal;Safietou Sagna;Women's;Coach
3;Second;Stephan Lerch;Captain;Zambia;Barbra Banda;Women's;Coach
3;Second;Stephan Lerch;Coach;Angola;Sousa Francisco Garcia;Women's;Coach
3;Second;Stephan Lerch;Coach;British Virgin Islands;Wayne Phillip;Women's;Coach
3;Second;Stephan Lerch;Coach;Burundi;Daniella Niyibimenya;Women's;Coach
3;Second;Stephan Lerch;Coach;Chile;JosÃ© Antonio Letelier Heriquez;Women's;Coach
3;Second;Stephan Lerch;Coach;China PR;Xiuquan Jia;Women's;Coach
3;Second;Stephan Lerch;Coach;Comoros;Mahandhi Choudjay;Women's;Coach
3;Second;Stephan Lerch;Coach;Czech Republic;Karel Rada;Women's;Coach
3;Second;Stephan Lerch;Coach;El Salvador;Eric AcuÃ±a Jubis;Women's;Coach
3;Second;Stephan Lerch;Coach;Eritrea;Mekonnen Zewdie;Women's;Coach
3;Second;Stephan Lerch;Coach;Eswatini;Dumsani Makhanya;Women's;Coach
3;Second;Stephan Lerch;Coach;France;Corinne Diacre;Women's;Coach
3;Second;Stephan Lerch;Coach;Gabon;Claude Warner Kelo;Women's;Coach
3;Second;Stephan Lerch;Coach;Georgia;Levan Bajelidze;Women's;Coach
3;Second;Stephan Lerch;Coach;Germany;Martina Voss-Tecklenburg;Women's;Coach
3;Second;Stephan Lerch;Coach;Haiti;Laurent Mortel;Women's;Coach
3;Second;Stephan Lerch;Coach;Honduras;MarÃ­a Del Rosario Tejeda Andara;Women's;Coach
3;Second;Stephan Lerch;Coach;Laos;Vongmisay Soubouakham;Women's;Coach
3;Second;Stephan Lerch;Coach;Lesotho;Lehloenya Nkhasi;Women's;Coach
3;Second;Stephan Lerch;Coach;Liechtenstein;Philipp Riedener;Women's;Coach
3;Second;Stephan Lerch;Coach;Lithuania;Rimantas ViktoraviÄius;Women's;Coach
3;Second;Stephan Lerch;Coach;Madagascar;Joharinirina Rakotomalala;Women's;Coach
3;Second;Stephan Lerch;Coach;Mali;Houssein Salloum Mohamed;Women's;Coach
3;Second;Stephan Lerch;Coach;Malta;Mark Gatt;Women's;Coach
3;Second;Stephan Lerch;Coach;Mauritania;Slemha Sidi Ahmed;Women's;Coach
3;Second;Stephan Lerch;Coach;Mexico;Christopher Carlos CuÃ©llar Sipe;Women's;Coach
3;Second;Stephan Lerch;Coach;Montenegro;Mirko MariÄ;Women's;Coach
3;Second;Stephan Lerch;Coach;Netherlands;Sarina Wiegman;Women's;Coach
3;Second;Stephan Lerch;Coach;Norway;Martin SjÃ¶gren;Women's;Coach
3;Second;Stephan Lerch;Coach;Poland;MiÅosz StÄpiÅski;Women's;Coach
3;Second;Stephan Lerch;Coach;Seychelles;Vivian Both;Women's;Coach
3;Second;Stephan Lerch;Coach;Slovenia;Borut Jarc;Women's;Coach
3;Second;Stephan Lerch;Coach;Sweden;Peter Gerhardsson;Women's;Coach
3;Second;Stephan Lerch;Coach;Thailand;Naruephon Kaenson;Women's;Coach
3;Second;Stephan Lerch;Coach;Uganda;Faridah Bulega;Women's;Coach
3;Second;Stephan Lerch;Coach;Ukraine;Nataliia Zinchenko;Women's;Coach
3;Second;Stephan Lerch;Coach;USA;Vlatko Andonovski;Women's;Coach
3;Second;Stephan Lerch;Coach;Venezuela;Pamela Conti;Women's;Coach
3;Second;Stephan Lerch;Coach;Wales;Jayne Ludlow;Women's;Coach
3;Second;Stephan Lerch;Media;Algeria;Abdelaziz Bouyakoub;Women's;Coach
3;Second;Stephan Lerch;Media;Argentina;Romina Sacher;Women's;Coach
3;Second;Stephan Lerch;Media;Armenia;Eduard Kalantaryan;Women's;Coach
3;Second;Stephan Lerch;Media;Austria;Stefan GrÃ¼neis;Women's;Coach
3;Second;Stephan Lerch;Media;Azerbaijan;Rasim Movsumov;Women's;Coach
3;Second;Stephan Lerch;Media;Belgium;Maryan Mahieu;Women's;Coach
3;Second;Stephan Lerch;Media;Bosnia and Herzegovina;Medina Å ehiÄ;Women's;Coach
3;Second;Stephan Lerch;Media;Botswana;Duncan Kgangkenna;Women's;Coach
3;Second;Stephan Lerch;Media;Bulgaria;Nayden Todorov;Women's;Coach
3;Second;Stephan Lerch;Media;Cambodia;Chamroeun Ung;Women's;Coach
3;Second;Stephan Lerch;Media;Central African Republic;Bienvenu Elie Gbelo;Women's;Coach
3;Second;Stephan Lerch;Media;Chad;Salahdine Mahamar Sabur;Women's;Coach
3;Second;Stephan Lerch;Media;Chile;Grace Lazcano;Women's;Coach
3;Second;Stephan Lerch;Media;China PR;Ran An;Women's;Coach
3;Second;Stephan Lerch;Media;Chinese Taipei;Chihwei Hung;Women's;Coach
3;Second;Stephan Lerch;Media;Cook Islands;Teara Ama;Women's;Coach
3;Second;Stephan Lerch;Media;Costa Rica;Dinia Vargas Chaves;Women's;Coach
3;Second;Stephan Lerch;Media;Croatia;Robert Matteoni;Women's;Coach
3;Second;Stephan Lerch;Media;Cuba;Yasiel Cancio Vilar;Women's;Coach
3;Second;Stephan Lerch;Media;Ecuador;Joselo SÃ¡nchez;Women's;Coach
3;Second;Stephan Lerch;Media;Egypt;Waleed Elhadidy;Women's;Coach
3;Second;Stephan Lerch;Media;Estonia;Aet SÃ¼vari;Women's;Coach
3;Second;Stephan Lerch;Media;Faroe Islands;SÃ­mun Christian Olsen;Women's;Coach
3;Second;Stephan Lerch;Media;Finland;Ville Jordan VÃ¤Ã¤nÃ¤nen;Women's;Coach
3;Second;Stephan Lerch;Media;Gambia;Abdoulie Bah;Women's;Coach
3;Second;Stephan Lerch;Media;Ghana;Aristo Dotse;Women's;Coach
3;Second;Stephan Lerch;Media;Guinea-Bissau;SÃ£osinha Costa;Women's;Coach
3;Second;Stephan Lerch;Media;Honduras;Luis Fuentes;Women's;Coach
3;Second;Stephan Lerch;Media;Hungary;Tibor Pietsch;Women's;Coach
3;Second;Stephan Lerch;Media;Kazakhstan;Geniy Tulegenov;Women's;Coach
3;Second;Stephan Lerch;Media;Korea Republic;You Mie Hur;Women's;Coach
3;Second;Stephan Lerch;Media;Kosovo;Arben Berisha;Women's;Coach
3;Second;Stephan Lerch;Media;Kuwait;Abdulaziz Jassem;Women's;Coach
3;Second;Stephan Lerch;Media;Latvia;Ilvars KoscinkeviÄs;Women's;Coach
3;Second;Stephan Lerch;Media;Lithuania;Mindaugas Augustis;Women's;Coach
3;Second;Stephan Lerch;Media;Madagascar;Haja Lucas Rakotondrazaka;Women's;Coach
3;Second;Stephan Lerch;Media;Maldives;Shimaaz Ali;Women's;Coach
3;Second;Stephan Lerch;Media;Malta;Jesmond Moore;Women's;Coach
3;Second;Stephan Lerch;Media;Mauritius;Azmaal Hydoo;Women's;Coach
3;Second;Stephan Lerch;Media;Mexico;Valeria Marin;Women's;Coach
3;Second;Stephan Lerch;Media;Montserrat;Basil Chambers;Women's;Coach
3;Second;Stephan Lerch;Media;Mozambique;Nhacila Narciso;Women's;Coach
3;Second;Stephan Lerch;Media;New Zealand;Jeremy Ruane;Women's;Coach
3;Second;Stephan Lerch;Media;Nicaragua;Francisco Xavier Araquistain Cisneros;Women's;Coach
3;Second;Stephan Lerch;Media;Northern Ireland;Nicola Mccarthy;Women's;Coach
3;Second;Stephan Lerch;Media;Poland;Hanna Urbaniak;Women's;Coach
3;Second;Stephan Lerch;Media;Romania;Theodor Jumatate;Women's;Coach
3;Second;Stephan Lerch;Media;San Marino;Elia Gorini;Women's;Coach
3;Second;Stephan Lerch;Media;Sierra Leone;Mohamed Fajah Barrie;Women's;Coach
3;Second;Stephan Lerch;Media;Somalia;Gamadiid Guurre;Women's;Coach
3;Second;Stephan Lerch;Media;Uganda;Mark Namanya;Women's;Coach
3;Second;Stephan Lerch;Media;Uzbekistan;Davron Fayziev;Women's;Coach
3;Second;Stephan Lerch;Media;Zambia;Elias Chipepo;Women's;Coach
3;Second;Stephan Lerch;Media;Zimbabwe;Sikhumbuzo Moyo;Women's;Coach
5;First;Emma Hayes;Captain;Algeria;Ouadah Fatiha;Women's;Coach
5;First;Emma Hayes;Captain;American Samoa;Beulah Oney;Women's;Coach
5;First;Emma Hayes;Captain;Antigua and Barbuda;Karen Warner;Women's;Coach
5;First;Emma Hayes;Captain;Argentina;Vanina Correa;Women's;Coach
5;First;Emma Hayes;Captain;Australia;Samantha Kerr;Women's;Coach
5;First;Emma Hayes;Captain;Azerbaijan;Aysun Aliyeva;Women's;Coach
5;First;Emma Hayes;Captain;Bahrain;Yasmeen Tobellah;Women's;Coach
5;First;Emma Hayes;Captain;Bermuda;Marley Christian;Women's;Coach
5;First;Emma Hayes;Captain;Botswana;Bonang Otlhagile;Women's;Coach
5;First;Emma Hayes;Captain;Cambodia;Nimol Samrit;Women's;Coach
5;First;Emma Hayes;Captain;Cayman Islands;Shanice Monteith;Women's;Coach
5;First;Emma Hayes;Captain;Curaçao;Diante Scheepers;Women's;Coach
5;First;Emma Hayes;Captain;Denmark;Pernille Mosegaard Harder;Women's;Coach
5;First;Emma Hayes;Captain;Ecuador;Suany Abigail Fajardo Bustamante;Women's;Coach
5;First;Emma Hayes;Captain;Egypt;Engi Atteya;Women's;Coach
5;First;Emma Hayes;Captain;El Salvador;Zulia Yarizell Menjivar;Women's;Coach
5;First;Emma Hayes;Captain;Eritrea;Rahwa Teweloemedhin;Women's;Coach
5;First;Emma Hayes;Captain;Estonia;Katrin Loo;Women's;Coach
5;First;Emma Hayes;Captain;Jamaica;Khadija Shaw;Women's;Coach
5;First;Emma Hayes;Captain;Jordan;Maysa Jbarah;Women's;Coach
5;First;Emma Hayes;Captain;Korea Republic;Hyeri Kim;Women's;Coach
5;First;Emma Hayes;Captain;Lesotho;Boitumelo Rabale;Women's;Coach
5;First;Emma Hayes;Captain;Liberia;Jestina B Wilson;Women's;Coach
5;First;Emma Hayes;Captain;Morocco;Ghizlane Chebbak Ghizlane;Women's;Coach
5;First;Emma Hayes;Captain;Namibia;Zenatha Coleman;Women's;Coach
5;First;Emma Hayes;Captain;Norway;Maren Mjelde;Women's;Coach
5;First;Emma Hayes;Captain;Palestine;Caroline Sahagian;Women's;Coach
5;First;Emma Hayes;Captain;Philippines;Inna Kristianne Palacios;Women's;Coach
5;First;Emma Hayes;Captain;Portugal;Claudia Neto;Women's;Coach
5;First;Emma Hayes;Captain;Samoa;Ronisa Lipi;Women's;Coach
5;First;Emma Hayes;Captain;Senegal;Safietou Sagna;Women's;Coach
5;First;Emma Hayes;Captain;Seychelles;Alisha Matatiken;Women's;Coach
5;First;Emma Hayes;Captain;Solomon Islands;Crystal Annie Bakolo;Women's;Coach
5;First;Emma Hayes;Captain;Suriname;Hadassa Brandon;Women's;Coach
5;First;Emma Hayes;Captain;Ukraine;Daria Apanashchenko;Women's;Coach
5;First;Emma Hayes;Captain;United Arab Emirates;Noura Almazrooei;Women's;Coach
5;First;Emma Hayes;Captain;Wales;Sophie Ingle;Women's;Coach
5;First;Emma Hayes;Coach;Azerbaijan;Siyasat Asgarov;Women's;Coach
5;First;Emma Hayes;Coach;Bahamas;Marc Bircham;Women's;Coach
5;First;Emma Hayes;Coach;Bahrain;Khalid Al Harban;Women's;Coach
5;First;Emma Hayes;Coach;Bangladesh;Golam Robbani Choton;Women's;Coach
5;First;Emma Hayes;Coach;Bermuda;Naquita Robinson;Women's;Coach
5;First;Emma Hayes;Coach;Bhutan;Yeshi Wangchuk Yeshi;Women's;Coach
5;First;Emma Hayes;Coach;Canada;Beverly Priestman;Women's;Coach
5;First;Emma Hayes;Coach;Chinese Taipei;Kazuo Echigo;Women's;Coach
5;First;Emma Hayes;Coach;Denmark;Lars SÃ¸ndergaard;Women's;Coach
5;First;Emma Hayes;Coach;Dominica;Albert Titre;Women's;Coach
5;First;Emma Hayes;Coach;England;Philip Neville;Women's;Coach
5;First;Emma Hayes;Coach;Eritrea;Mekonnen Zewdie;Women's;Coach
5;First;Emma Hayes;Coach;Fiji;Ratu Marika Rodu Tavanavanua;Women's;Coach
5;First;Emma Hayes;Coach;Guam;Sang Hoon Kim;Women's;Coach
5;First;Emma Hayes;Coach;Guyana;Ivan Joseph;Women's;Coach
5;First;Emma Hayes;Coach;Hong Kong;JosÃ© Ricardo Rambo;Women's;Coach
5;First;Emma Hayes;Coach;Indonesia;Yunisal Papat;Women's;Coach
5;First;Emma Hayes;Coach;Israel;Gabriel Burstein;Women's;Coach
5;First;Emma Hayes;Coach;Italy;Milena Bertolini;Women's;Coach
5;First;Emma Hayes;Coach;Jamaica;Hubert Busby;Women's;Coach
5;First;Emma Hayes;Coach;Latvia;Didzis Matiss;Women's;Coach
5;First;Emma Hayes;Coach;Lebanon;Wael Gharzeddine;Women's;Coach
5;First;Emma Hayes;Coach;Malta;Mark Gatt;Women's;Coach
5;First;Emma Hayes;Coach;Mauritius;Collet Marie Anielle;Women's;Coach
5;First;Emma Hayes;Coach;Nepal;Hari Khadka;Women's;Coach
5;First;Emma Hayes;Coach;North Macedonia;Kiril Izov;Women's;Coach
5;First;Emma Hayes;Coach;Republic of Ireland;Vera Pauw;Women's;Coach
5;First;Emma Hayes;Coach;Serbia;Predrag GrozdanoviÄ;Women's;Coach
5;First;Emma Hayes;Coach;Seychelles;Vivian Both;Women's;Coach
5;First;Emma Hayes;Coach;Sweden;Peter Gerhardsson;Women's;Coach
5;First;Emma Hayes;Coach;Vietnam;Duc Chung Mai;Women's;Coach
5;First;Emma Hayes;Coach;Wales;Jayne Ludlow;Women's;Coach
5;First;Emma Hayes;Coach;Zambia;Bruce Mwape;Women's;Coach
5;First;Emma Hayes;Media;Albania;Dritan Shakohoxha;Women's;Coach
5;First;Emma Hayes;Media;Bahamas;Simba French;Women's;Coach
5;First;Emma Hayes;Media;Bermuda;Earl Basden;Women's;Coach
5;First;Emma Hayes;Media;Comoros;Mariata Moussa;Women's;Coach
5;First;Emma Hayes;Media;England;Suzanne Wrack;Women's;Coach
5;First;Emma Hayes;Media;France;Syanie Dalmat;Women's;Coach
5;First;Emma Hayes;Media;Gibraltar;Stephen Ignacio;Women's;Coach
5;First;Emma Hayes;Media;Israel;Oshrat Eni;Women's;Coach
5;First;Emma Hayes;Media;Korea Republic;You Mie Hur;Women's;Coach
5;First;Emma Hayes;Media;Malta;Jesmond Moore;Women's;Coach
5;First;Emma Hayes;Media;Netherlands;Annemarie Postma;Women's;Coach
5;First;Emma Hayes;Media;Peru;Juan Enrique Giles Torrejon;Women's;Coach
5;First;Emma Hayes;Media;Sri Lanka;Champika Fernando;Women's;Coach
5;First;Emma Hayes;Media;Switzerland;Seraina Degen;Women's;Coach
5;First;Emma Hayes;Media;Tanzania;Doris Maliyaga;Women's;Coach
5;First;Emma Hayes;Media;Turkey;Daghan Irak;Women's;Coach
5;First;Emma Hayes;Media;Uganda;Mark Namanya;Women's;Coach
5;First;Emma Hayes;Media;Zimbabwe;Sikhumbuzo Moyo;Women's;Coach
5;First;Hege Riise;Captain;Bahamas;Annissa Albury;Women's;Coach
5;First;Hege Riise;Captain;Bangladesh;Sabina Khatun;Women's;Coach
5;First;Hege Riise;Captain;Finland;Tinja-Riikka Korpela;Women's;Coach
5;First;Hege Riise;Coach;Equatorial Guinea;Jean Paul Pila;Women's;Coach
5;First;Hege Riise;Media;Angola;Geraldo Quiala;Women's;Coach
5;First;Hege Riise;Media;Djibouti;Omar Ahmed Nasser;Women's;Coach
5;First;Hege Riise;Media;Equatorial Guinea;Fabien Essiane;Women's;Coach
5;First;Hege Riise;Media;Iraq;Arshed Alsaedi;Women's;Coach
5;First;Hege Riise;Media;Senegal;Aya Ãlisabeth Goli;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Armenia;Olga Osipyan;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Brazil;Marta Vieira Da Silva;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Côte d'Ivoire;Fatou Coulibaly;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Colombia;Natalia GaitÃ¡n Laguado;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Cook Islands;Elizabeth Poea Harmon;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Costa Rica;Katherine Alvarado Aguilar;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Croatia;Iva Landeka;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Czech Republic;Lucie Vonkova;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;England;Stephanie Houghton;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;France;Amandine Henry;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Germany;Alexandra Popp;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Greece;Natalia Chatzigiannidou;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Guatemala;Gloria Estefani Aguilar de Mata;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Hungary;Henrietta Csiszar;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Iceland;Sara BjÃ¶rk GunnarsdÃ³ttir;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Japan;Saki Kumagai;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Kazakhstan;Begaim Kirgizbayeva;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Laos;Aphatsala Chanhthavongxay;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Luxembourg;Betty Noel;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Madagascar;Helisoa Haingo Ny Kanto Randrianarivelo;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Maldives;Fathimath Saliya;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Mauritius;Cynthia Edouard;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Mongolia;Tsasan-Okhin Orogdol;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;New Caledonia;Claire Kaemo;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;New Zealand;Ali Riley;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;North Macedonia;Natasha Andonova;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Northern Ireland;Marissa Callaghan;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Panama;Marta Alexandra Cox Villarreal;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Paraguay;Dulce MarÃ­a Quintana GimÃ©nez;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Republic of Ireland;Katie Mccabe;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Rwanda;Umwaliwase Dudja;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Slovenia;Mateja Zver;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Tahiti;Gwendoline Fournier;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Togo;Adjo Ayawo;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Turkmenistan;Bagtygul Gurbanova;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;USA;Becky Sauerbrunn;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Vanuatu;Elmah Aiviji;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Venezuela;Lourdes Moreno BeleÃ±o;Women's;Coach
5;First;Jean-Luc Vasseur;Captain;Zimbabwe;Emmaculate Msipa;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Angola;Sousa Francisco Garcia;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Bolivia;Zdenscka Bacarreza Pinilla;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Brazil;Pia Sundhage;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Cayman Islands;Alexander GonzÃ¡lez Garces;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Chile;JosÃ© Antonio Letelier Heriquez;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Comoros;Mahandhi Choudjay;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Czech Republic;Karel Rada;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Djibouti;Abdeslam SmaÃ¯li;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Dominican Republic;Diego GutiÃ©rrez;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;El Salvador;Eric AcuÃ±a Jubis;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Finland;Anna Signeul;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;France;Corinne Diacre;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Georgia;Levan Bajelidze;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Germany;Martina Voss-Tecklenburg;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Greece;Georgios Kyriazis;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Guatemala;BenjamÃ­n Monterroso;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Haiti;Laurent Mortel;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Iceland;Jon Thor Hauksson;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Japan;Asako Takakura;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Kenya;David Ouma;Women's;Coach
